,source_name,source_link,location_description,location_accuracy,landslide_category,landslide_trigger,landslide_size,fatality_count,injury_count,event_import_source,event_import_id,admin_division_name,admin_division_population,longitude,latitude,Country_Name,event_year,event_month,event_week,event_day,event_date_hour,event_date_minute
592,2174,3776,776,6,5,3,1,2,0,1,2911,82,3579,123,13,98,2010,12,52,29,17,30
593,18,3078,7216,4,6,3,1,0,0,1,7969,313,0,73,41,70,2016,6,26,29,0,0
594,52,21,2265,4,6,3,2,0,0,1,6500,109,50073,-117,34,134,2014,12,50,12,0,0
595,2642,1607,8739,6,6,3,1,0,0,1,3044,833,20254,-122,47,134,2011,1,3,19,8,0
596,2922,6419,8640,6,5,3,2,0,0,1,3443,349,2237,-83,36,134,2011,5,17,1,0,0
597,337,2808,6969,2,2,13,1,0,0,1,7618,746,7871900,121,25,123,2015,8,32,8,0,0
598,1074,4895,5612,6,6,3,2,0,0,1,6911,833,19038,-123,48,134,2015,3,12,21,13,0
599,2969,2294,7626,7,5,3,1,0,0,1,4760,34,1443,-111,36,134,2013,2,8,20,5,0
600,1301,5622,6690,4,5,3,1,0,0,1,2702,358,146771,108,11,138,2010,11,44,4,0,0
601,2403,1142,3272,4,5,3,1,0,0,1,1405,761,3970,115,4,18,2010,1,3,18,18,0
602,1073,4890,63,0,5,11,2,0,0,1,6395,301,23402,-89,40,134,2013,4,16,18,0,0
603,104,1939,6453,0,6,3,0,2,1,1,9519,247,10358381,114,22,26,2016,9,37,17,0,0
604,2232,4010,2656,6,0,11,1,0,0,1,382,552,4154,-123,43,134,2007,12,49,4,17,30
605,1972,557,4412,0,5,3,1,7,0,1,3403,470,23687,-78,-2,37,2011,4,16,24,0,0
606,1533,6441,5863,1,6,3,2,0,0,1,7181,349,6903,-82,37,134,2015,4,14,3,0,0
607,2104,722,8499,4,5,3,1,0,0,1,4025,472,2082,-9,52,59,2011,10,42,22,8,0
608,2442,1326,3407,6,5,3,1,0,0,1,4419,165,0,120,16,98,2012,6,25,19,0,0
609,1229,0,3418,6,5,3,2,0,0,1,1024,349,6903,-82,37,134,2009,5,20,11,0,0
610,2742,5757,1936,2,5,3,1,0,0,2,2313,851,17567,83,27,86,2010,8,34,23,2,0
611,1045,0,5035,0,5,3,3,0,0,1,8275,552,2255,-121,45,134,2014,11,48,27,17,12
612,2778,6096,8630,7,5,3,1,0,0,1,3022,552,1151,-123,43,134,2011,1,2,16,0,0
613,156,2329,4152,1,5,3,1,0,0,1,4092,482,83652,-7,54,133,2011,12,50,14,0,0
614,1147,5104,1216,1,8,3,1,0,0,1,9156,109,3600,-123,40,134,2016,1,1,4,0,0
615,1702,128,6559,1,5,3,1,0,0,1,3986,79,123797,88,27,56,2011,9,38,25,0,0
616,1045,0,4962,0,5,3,3,0,0,1,8840,552,473,-120,44,134,2011,1,2,16,16,28
617,1915,386,6186,6,6,3,1,0,0,1,2566,539,92113,94,25,56,2010,10,40,8,0,0
619,2840,1894,7922,4,5,3,1,2,0,1,4493,695,126787,102,28,26,2012,8,33,18,0,0
620,1736,193,1715,2,5,11,1,0,0,1,1050,79,123797,88,26,56,2009,7,27,3,0,0
621,2747,5905,2257,6,5,3,1,0,0,1,2846,66,0,115,-8,57,2010,12,50,13,0,0
622,776,3908,7360,6,6,11,2,0,0,1,6649,833,1637,-123,46,134,2015,1,2,5,0,0
623,1045,0,5079,0,5,3,3,0,0,1,8085,552,1940,-116,45,134,2015,12,50,9,21,50
624,1043,457,344,2,5,1,2,12,0,1,6054,386,3677115,-4,5,63,2014,6,24,10,9,0
626,2004,609,2839,4,5,11,1,0,0,1,4450,157,2450,-105,40,134,2012,7,27,6,0,0
627,757,3798,2525,4,5,11,1,11,0,1,191,125,84775,85,27,86,2007,8,33,19,0,0
628,2631,1562,1369,0,5,1,1,8,0,1,5276,688,0,110,37,26,2013,8,32,5,3,0
629,1727,178,7705,4,5,3,1,0,0,1,2797,178,0,124,6,98,2010,12,49,9,0,0
630,2901,1983,2595,2,6,11,2,0,0,1,733,833,2370,-120,48,134,2008,8,34,19,0,0
631,563,3486,241,6,5,3,2,0,0,1,9270,843,1073,-82,38,134,2016,1,4,28,18,0
632,2104,728,344,6,5,3,1,7,0,1,615,386,100653,-4,5,63,2008,6,26,29,0,0
633,2061,3397,7168,4,5,3,0,6,0,1,3724,851,0,83,28,86,2011,7,27,4,8,0
634,1508,1958,8515,0,5,3,1,0,0,1,2716,613,0,108,15,138,2010,11,45,11,0,0
635,341,2925,6777,4,5,11,1,0,0,1,3116,343,3278,75,33,56,2011,2,6,13,0,0
636,2090,715,209,1,6,11,2,0,0,1,2230,468,8227,-111,46,134,2010,8,32,10,19,0
637,953,702,7086,7,5,11,1,4,0,1,135,869,0,98,25,26,2007,7,29,22,0,0
638,853,1166,6242,6,0,11,1,0,0,1,30,109,805235,-122,37,134,2007,2,9,27,0,0
639,1634,6601,2664,6,2,3,1,0,0,1,5452,833,1191,-120,46,134,2013,9,36,5,21,0
640,297,2699,6672,6,8,3,2,0,0,1,7784,833,1514,-119,47,134,2015,7,29,19,9,0
641,268,2634,6876,7,5,3,1,5,0,1,6484,319,0,114,26,26,2014,8,33,12,23,0
642,2820,1863,8259,2,5,3,1,0,0,1,2203,233,10414,74,36,93,2010,8,31,5,0,0
643,2563,5062,3455,6,5,3,2,0,0,1,1988,423,58562,73,18,56,2010,6,24,15,0,0
644,1901,2923,8496,7,5,8,1,0,0,1,2099,453,20908,81,29,86,2010,7,29,19,0,0
645,2743,5840,6446,2,5,3,1,0,0,1,4139,343,7317,75,33,56,2012,1,2,12,22,0
646,3103,4370,6655,1,5,3,1,0,0,1,5028,516,83393,-82,35,134,2013,7,27,4,0,0
647,1045,0,7458,0,5,3,3,0,0,1,8285,552,2449,-123,44,134,2014,10,43,25,23,29
648,1660,2117,3201,6,5,13,1,0,0,1,2612,165,2337,121,17,98,2010,10,42,18,7,0
649,1492,1184,2442,6,6,13,1,3,0,1,333,658,66784,-70,18,35,2007,10,44,29,0,0
650,2307,4260,1257,6,5,3,1,5,0,1,3843,82,5025,122,14,98,2011,7,30,26,22,0
651,2783,6102,410,6,6,3,1,0,0,1,4574,207,82903,-2,51,133,2012,9,39,26,0,0
652,48,2081,7033,4,0,2,4,277,33,1,781,688,0,111,35,26,2008,9,37,8,7,40
653,2560,5048,3934,4,5,3,1,0,0,1,1109,43,8364,93,25,56,2009,8,34,20,0,0
654,2440,4661,1816,6,5,3,1,0,0,1,2760,183,8140,-61,10,127,2010,11,47,27,0,0
655,764,3826,919,2,5,1,1,0,0,1,7196,343,7317,75,33,56,2015,7,28,12,0,0
656,1045,0,5185,0,5,3,3,0,0,1,8645,552,1045,-122,43,134,2012,3,11,16,2,5
657,1925,2991,974,2,5,11,2,0,0,1,4164,109,1035,-119,37,134,2012,1,3,22,23,30
658,2056,3361,4424,0,8,4,2,0,0,1,6640,112,1187,170,-43,87,2013,1,1,5,14,0
659,2066,3425,8370,4,5,3,1,0,0,1,3128,343,7317,75,33,56,2011,2,7,16,18,0
660,220,2565,8418,1,5,1,1,1,5,1,6989,695,0,109,31,26,2015,6,26,24,18,40
661,660,853,4810,6,5,1,1,0,0,1,9280,640,12797,-77,18,64,2016,7,30,29,22,0
663,1702,119,5799,6,5,3,1,1,0,1,3777,282,8341,77,32,56,2011,7,28,15,18,0
664,2401,1119,4373,1,5,3,0,12,0,1,1383,627,153635,-44,-23,17,2010,1,53,1,0,0
665,2522,4908,8397,4,5,3,1,0,0,1,2005,49,2485,124,7,98,2010,6,24,20,0,0
666,2664,1633,199,6,5,3,2,0,0,1,1310,833,53007,-122,47,134,2009,11,47,17,0,0
667,1550,6510,2884,1,6,3,1,0,0,1,9146,843,1227,-81,38,134,2016,6,25,23,0,0
668,2052,3294,1101,6,5,13,1,0,0,1,4683,201,8303,124,10,98,2012,12,52,26,8,0
670,2714,5598,8226,6,6,3,1,0,0,1,2142,157,1320,-108,38,134,2010,7,30,26,15,45
671,420,482,2636,1,6,3,1,0,0,1,9065,93,2587,-121,56,24,2016,6,24,15,0,0
672,1481,6239,3956,6,5,11,1,0,0,1,66,23,6090,-2,37,118,2007,4,17,23,0,0
673,1904,370,6385,6,5,3,1,0,0,1,5721,648,1416,-61,15,34,2013,12,52,24,0,0
675,2094,3502,6854,6,5,11,1,0,0,1,450,833,1965,-121,47,134,2008,2,7,11,0,0
676,2680,5430,7743,2,8,3,2,0,0,1,930,273,4551,-158,21,134,2008,12,50,14,0,0
677,2366,0,4493,4,6,3,1,0,0,1,1839,473,4661,37,0,69,2010,5,18,6,0,0
678,2088,3488,4212,6,6,3,1,0,0,1,3379,439,6170,-77,39,134,2011,4,15,17,10,0
679,1676,2163,8794,7,5,3,4,234,0,1,2206,343,37475,77,34,56,2010,8,31,6,0,30
680,1149,6748,3100,0,6,3,1,0,0,1,89,319,0,116,27,26,2007,6,24,11,0,0
681,362,2892,7662,6,6,11,2,0,0,1,6075,814,312770,27,43,19,2014,6,25,19,0,0
683,2747,5905,1762,0,5,3,1,0,0,1,2847,66,6200,115,-8,57,2010,12,50,13,0,0
684,2399,4630,5656,4,6,11,1,3,0,1,506,558,1234742,-72,18,52,2008,4,16,20,0,0
685,2264,6769,877,7,6,3,1,0,0,1,1817,349,1732,-83,36,134,2010,5,18,3,2,0
686,1048,4836,8802,4,6,3,1,0,0,1,6588,833,20254,-122,47,134,2014,12,52,24,16,15
687,531,3264,2794,0,5,1,1,2,3,1,6035,247,89294,112,23,26,2014,5,21,20,0,0
688,2442,1371,4290,2,5,3,1,0,0,1,4047,872,4172,123,8,98,2011,11,46,16,0,0
689,1915,399,2976,7,5,3,1,0,0,1,1961,444,25758,91,25,56,2010,6,23,9,14,15
690,2587,5168,4105,6,5,3,1,2,0,1,2403,512,1600,85,27,86,2010,9,36,8,2,30
691,1084,1180,671,4,5,13,1,0,0,1,9658,164,0,121,17,98,2016,10,42,20,0,0
692,1952,479,7575,0,5,3,1,0,0,1,2307,199,3250,86,27,86,2010,8,33,21,0,0
693,316,2748,8155,2,5,11,1,0,0,1,7514,135,3796,-92,15,80,2015,5,21,23,0,0
694,123,2232,3971,4,5,1,1,0,0,1,5765,839,276414,106,-6,57,2014,1,2,11,0,0
695,2363,4485,5758,6,5,3,1,1,3,1,5947,467,5000,35,33,72,2014,3,11,13,0,0
696,2771,6079,3653,4,5,11,1,0,0,1,595,79,46427,88,26,56,2008,6,25,20,0,0
697,2996,2657,538,6,5,11,1,0,0,1,4838,516,4227,-82,35,134,2013,5,19,6,0,0
698,1932,418,8743,0,6,3,1,0,0,1,2816,833,6231,-122,48,134,2010,12,49,12,0,0
699,3071,3857,3705,6,6,3,1,0,0,1,5507,857,1094,-110,42,134,2013,9,37,12,23,0
700,1345,802,5459,2,5,1,1,1,0,1,9474,343,26893,75,32,56,2016,8,31,7,0,0
701,350,339,6781,6,5,3,1,0,0,1,9199,343,7750,75,34,56,2016,6,23,8,22,0
702,1914,2965,4545,6,5,3,1,0,0,1,2578,539,92113,94,25,56,2010,10,40,9,0,0
703,56,4571,6361,6,8,3,2,0,0,1,9106,499,8500,-103,41,134,2015,12,52,23,0,0
704,1217,1190,7911,3,5,3,0,0,0,1,9023,293,0,109,28,26,2016,7,28,17,0,0
705,2026,3220,1164,0,6,11,2,0,0,1,2903,109,95631,-119,36,134,2010,12,51,26,10,0
706,25,2040,2344,6,5,11,2,0,0,1,9513,822,3356,143,-37,7,2016,10,39,2,0,0
707,2030,3231,2844,2,6,3,1,0,0,1,4456,157,1655,-104,38,134,2012,7,28,9,0,0
708,2315,4289,7787,2,0,11,1,0,0,1,1257,109,7321,-121,36,134,2009,10,42,13,0,0
709,2442,1334,500,6,5,3,2,0,0,1,3872,106,549543,121,14,98,2011,8,31,2,7,0
710,1132,0,5777,5,5,3,0,2,0,1,5751,172,0,-71,-11,97,2014,1,1,4,0,0
711,1045,0,7364,0,5,3,3,0,0,1,8835,552,1398,-124,44,134,2011,1,3,17,10,32
712,608,781,3734,1,5,3,0,0,0,1,8365,526,1001,-16,65,55,2015,9,39,23,0,0
713,580,731,4667,4,5,11,1,0,0,1,322,43,12871,93,24,56,2007,10,42,21,0,0
714,1045,0,5145,0,5,3,3,0,0,1,8579,552,5379,-123,42,134,2012,10,42,15,21,19
715,1120,6021,8433,1,8,11,1,0,0,1,6427,93,48000,-123,49,24,2014,12,49,7,9,0
716,1780,2443,1077,0,5,11,1,0,0,1,490,520,0,113,0,57,2008,4,14,1,0,0
717,2097,3518,4853,0,5,3,1,3,0,1,3779,851,21867,83,27,86,2011,7,28,15,0,0
718,1125,1500,56,1,6,1,1,0,0,1,5880,833,9173,-122,47,134,2014,2,8,18,9,0
719,3146,5097,2933,1,2,3,1,0,0,1,5416,468,4348,-114,45,134,2013,8,35,29,4,0
720,3123,4765,1699,6,5,11,1,0,0,1,4840,373,1453975,101,3,78,2013,5,19,7,19,0
721,1045,0,7426,0,5,3,3,0,0,1,8005,552,1286,-123,45,134,2016,1,3,21,22,17
722,1319,5683,8826,2,5,11,1,0,0,1,6020,739,57441,91,24,10,2014,5,19,10,9,0
723,3140,5005,4241,6,6,11,1,0,0,1,4724,571,305704,-80,40,134,2013,1,3,17,0,0
724,1045,0,7425,0,5,3,3,0,0,1,8347,552,1312,-123,45,134,2014,3,11,10,21,59
725,1811,2568,670,4,5,13,1,0,0,1,2626,165,2195,121,17,98,2010,10,42,18,0,0
726,3148,5102,5230,0,5,13,4,1,0,1,5526,541,3630,-96,17,80,2013,9,37,14,0,0
727,921,4543,4311,1,5,3,1,0,0,1,9200,109,42808,-117,32,134,2016,1,1,10,0,0
728,1169,5307,5337,4,2,11,2,0,0,1,6494,109,3249,-118,34,134,2014,12,50,12,2,0
729,2250,4081,5713,7,5,3,1,0,0,1,2117,229,548,89,27,14,2010,7,29,22,0,0
730,1301,5631,7165,7,5,3,1,0,0,1,851,772,0,107,16,138,2008,10,42,17,0,0
731,807,4153,8611,4,5,11,1,0,0,1,7480,544,16056,-84,13,88,2015,7,30,23,0,0
732,2442,1382,348,0,5,13,1,0,0,1,685,165,3787,121,17,98,2008,8,32,4,0,0
733,865,1023,2460,6,5,3,1,0,0,1,9135,273,2156,-156,20,134,2016,7,29,21,19,30
734,1240,5418,3320,0,5,11,0,2,0,1,4693,70,24661,35,0,69,2012,12,52,29,13,0
735,2962,2183,7846,1,5,13,2,0,0,1,5345,11,9015,-86,31,134,2013,8,33,17,0,0
736,1499,1971,901,6,5,3,2,0,0,1,9583,509,18693,-58,49,24,2016,10,41,11,2,30
738,1579,6443,508,1,6,3,2,0,0,1,7128,349,3255,-82,37,134,2015,4,17,20,0,0
739,2031,3229,5793,6,5,3,1,0,0,1,2006,454,1510,1,42,42,2010,6,24,20,0,0
740,1867,2776,3441,2,5,3,1,0,0,1,901,634,12825,116,6,78,2008,11,47,23,0,0
741,1489,959,1120,6,5,3,1,0,0,1,7823,833,5233,-122,47,134,1997,1,3,19,0,0
742,229,5107,8295,2,5,11,1,0,0,1,7421,251,994938,-90,14,50,2015,9,39,27,0,0
743,1484,1902,2166,2,5,11,1,0,0,1,70,719,93118,80,6,119,2007,5,18,4,0,0
744,284,6014,5489,6,5,3,2,0,0,1,7411,579,14797,98,7,126,2015,8,31,2,0,0
745,2190,3844,2665,2,5,3,1,0,0,1,1560,552,3866,-124,43,134,2010,3,10,12,7,30
746,3186,5776,5842,4,5,12,1,0,0,1,4726,453,9073,81,29,86,2013,1,4,21,0,0
747,2579,5109,7816,6,6,3,1,0,0,1,4163,833,33929,-122,47,134,2012,1,3,22,0,0
748,1274,5556,5390,6,6,11,2,0,0,1,1269,552,1737,-123,46,134,2009,10,44,31,0,0
749,1075,4894,5286,1,5,3,1,0,0,1,5954,833,19038,-123,48,134,2014,3,11,16,15,21
750,711,3979,7339,7,5,3,1,0,0,1,7579,157,5236,-105,38,134,2015,5,21,21,23,0
751,2360,4458,5689,6,5,1,1,0,0,1,1114,851,0,84,27,86,2009,8,34,20,0,0
752,1441,6119,2939,0,5,1,2,0,0,1,6735,659,34877,-83,9,28,2015,1,5,28,23,0
753,737,4039,2698,6,5,3,2,0,0,1,6759,109,29926,-122,37,134,2015,2,7,9,9,0
754,3228,6377,3795,1,6,11,2,0,0,1,5459,833,1565,-120,47,134,2013,9,36,5,23,0
755,1059,4862,7118,2,5,8,1,2,2,1,9218,357,120000,73,34,93,2016,7,30,27,0,0
756,2568,5067,1124,7,6,3,2,0,0,1,2992,844,14596,177,-17,41,2011,1,2,13,0,0
757,919,4530,3509,4,8,4,2,0,0,1,7635,374,26677,130,32,65,2016,4,15,16,0,0
758,1045,0,4904,0,6,3,3,0,0,1,8349,552,1795,-122,43,134,2014,3,10,9,22,42
759,2108,3591,5327,2,5,3,2,0,0,1,4147,93,4598,-121,49,24,2012,1,3,17,9,30
760,3101,4364,7587,6,5,3,1,0,0,1,5552,434,223523,94,25,56,2013,9,39,24,0,0
761,2153,3727,7872,1,5,3,2,0,0,1,1832,545,11129,-82,38,134,2010,5,18,3,0,0
762,2291,4225,5253,7,6,11,1,1,0,1,583,881,125065,131,33,65,2008,6,24,12,0,0
763,1841,308,1247,6,6,3,1,3,0,1,3170,673,1669,-72,7,27,2011,3,9,3,15,0
764,2873,1957,8583,7,5,3,1,0,0,1,2534,611,31040,106,17,138,2010,10,39,3,0,0
765,2163,3756,1224,6,5,3,1,0,0,1,1760,652,2634,-76,17,64,2010,4,15,18,0,0
766,1661,2129,3400,4,5,1,1,5,0,1,321,165,2653,120,16,98,2007,10,42,19,0,0
767,947,1077,4622,6,5,4,1,0,0,1,9528,357,0,73,34,93,2016,10,39,1,0,0
768,642,3691,4287,0,5,13,1,3,0,1,6613,529,4781,125,7,98,2014,12,1,29,0,0
769,2683,5441,4797,6,5,11,1,0,0,1,420,552,1855,-122,44,134,2008,1,2,10,0,0
770,2113,767,1022,4,5,11,1,0,0,1,3707,343,7750,75,34,56,2011,7,26,3,0,0
771,2206,3890,402,2,5,11,1,0,0,1,427,802,44411,55,25,132,2008,1,3,15,0,0
772,2072,703,7350,1,6,3,1,0,4,1,5170,109,1099,-117,36,134,2013,7,30,23,0,5
773,1821,2596,1431,0,5,13,1,0,0,1,3832,135,1005,-92,16,80,2011,7,29,22,0,0
774,2301,1016,3832,1,5,3,1,0,0,1,1708,627,456456,-43,-22,17,2010,4,14,6,0,0
775,1702,114,6789,6,6,3,0,4,0,1,3621,79,46427,88,26,56,2011,6,24,17,0,0
776,1470,4670,3525,6,5,13,2,0,0,1,392,200,0,-60,11,127,2007,12,50,11,0,0
777,2624,5246,4140,6,5,3,1,1,0,1,1145,84,150396,-72,-36,25,2009,9,37,8,0,0
778,2093,3497,6333,2,6,3,1,0,0,1,4529,804,17781,-111,40,134,2012,9,35,1,0,0
779,1181,5231,2181,6,5,3,1,0,0,1,2241,807,17123,78,30,56,2010,8,32,13,0,0
780,2163,3756,5940,6,5,3,1,0,0,1,1764,587,14400,-76,18,64,2010,4,15,18,0,0
781,1084,1180,636,7,5,13,1,0,0,1,9659,164,3370,120,16,98,2016,10,42,20,0,0
782,1843,2705,2112,6,5,3,1,0,0,1,3017,833,1126,-122,46,134,2011,1,2,16,0,0
783,1341,1687,3452,6,5,11,1,2,2,1,8677,199,22084,87,27,86,2015,10,41,8,2,0
784,1916,3036,4027,6,5,1,2,0,0,1,7225,851,23296,83,28,86,2015,7,29,19,8,0
785,2651,5331,7618,1,5,3,1,0,0,1,4500,682,6594,-1,60,133,2012,8,33,19,0,0
786,1046,4837,7318,0,5,11,2,0,0,1,9632,552,1286,-123,45,134,2016,10,41,14,0,0
788,1968,527,1968,6,5,3,1,0,0,1,2766,459,57591,-66,10,137,2010,11,47,27,23,0
789,2747,5893,8771,2,4,11,1,0,0,1,1577,842,0,100,0,57,2010,3,11,16,18,0
790,2054,0,383,2,5,3,1,0,0,1,125,115,309709,125,8,98,2007,7,28,13,0,0
791,2388,4600,4737,1,5,3,1,0,0,1,2854,833,10380,-122,47,134,2010,12,50,13,0,0
792,2173,861,2422,7,5,3,1,1,0,1,3676,259,83367,127,37,117,2011,6,26,29,0,0
793,2165,3759,4073,6,5,3,1,0,0,1,2735,587,2321,-76,18,64,2010,11,46,18,5,30
794,2113,774,3609,6,5,3,1,0,0,1,3562,350,33408,76,9,56,2011,6,22,1,23,0
795,1358,5965,7682,2,5,1,2,0,0,1,7091,816,1793,6,46,122,2015,5,19,5,9,0
796,2505,4859,3067,6,5,3,1,0,0,1,3250,343,3278,75,33,56,2011,3,11,19,0,0
797,627,4607,4048,1,8,8,1,0,0,1,9356,423,25997,73,19,56,2016,8,31,2,22,30
798,2983,2446,5949,6,5,11,1,0,0,1,5208,807,2000,79,30,56,2013,7,30,26,0,0
799,2533,4973,2754,1,5,3,1,0,0,1,2840,833,22699,-122,47,134,2010,12,49,12,0,0
800,2320,4296,7850,1,5,3,2,0,0,1,3838,207,1575,-2,54,133,2011,7,30,25,0,0
802,2142,3683,6231,6,6,3,1,5,0,1,3353,495,7279,-77,1,27,2011,4,15,11,0,0
803,1926,410,6427,0,5,3,1,6,0,1,628,228,0,108,36,26,2008,7,27,5,0,0
804,1999,3126,1872,6,5,3,1,0,0,1,4166,844,42284,177,-18,41,2012,1,4,24,0,0
805,492,3199,2366,2,6,11,1,3,0,1,277,251,994938,-90,14,50,2007,9,38,22,0,0
806,2095,717,4205,1,6,11,1,0,0,1,4225,833,2437,-122,48,134,2012,2,8,22,12,34
807,2442,1394,4422,6,5,13,1,0,0,1,2077,106,7418,121,14,98,2010,7,28,14,0,0
808,2584,5126,1576,7,5,13,1,0,0,1,2652,158,1441,-85,15,53,2010,10,43,25,0,0
809,2924,6459,1570,6,5,3,1,0,0,1,4344,349,5338,-84,39,134,2012,5,18,1,0,0
810,1703,143,4083,1,5,3,1,0,0,1,5053,282,5233,76,31,56,2013,7,27,7,0,0
812,2302,4240,8109,1,6,3,2,0,0,1,3273,109,5393,-122,37,134,2011,3,12,24,0,0
813,1409,1722,5852,0,5,11,0,0,0,1,182,357,0,72,35,93,2007,8,33,13,0,0
814,1160,2167,2978,4,5,11,1,10,0,1,40,308,601600,73,33,93,2007,3,12,21,0,0
815,1904,371,1046,6,5,3,1,0,0,1,1754,651,702,-61,15,34,2010,4,15,16,0,0
816,2825,1881,8072,6,6,3,1,0,0,1,6909,399,6406,-76,-11,97,2015,3,13,24,0,0
818,3039,3467,847,6,5,11,1,0,0,1,4807,349,1461,-83,36,134,2013,4,16,17,0,0
819,2872,588,4651,4,5,11,1,0,0,1,349,613,0,108,15,138,2007,11,45,5,0,0
820,2301,1016,6110,0,5,3,1,0,0,1,1687,627,6023699,-43,-22,17,2010,4,14,6,0,0
821,509,3322,6960,4,5,13,1,3,0,1,362,115,2600,125,9,98,2007,11,47,19,0,0
822,2656,1625,3655,2,5,3,1,0,0,1,1993,79,46427,88,26,56,2010,6,24,16,0,0
823,2993,2599,7988,0,6,11,1,11,0,1,5484,869,0,99,25,26,2013,9,36,8,22,0
824,1591,6367,1549,6,6,3,2,0,0,1,8419,843,3076,-81,37,134,2016,7,27,5,0,0
825,416,3064,8171,0,5,11,2,0,0,1,7402,292,8044,-75,2,27,2016,1,4,29,0,0
826,627,805,3135,4,5,0,1,4,0,1,6928,807,13865,79,30,56,2015,3,14,31,0,0
827,1189,5245,8214,6,8,3,1,0,0,1,9488,506,1392,-105,35,134,2016,8,35,29,0,0
828,1964,504,1416,7,5,3,0,30,0,1,1931,249,0,110,22,26,2010,6,22,2,2,40
829,1380,6011,1072,1,5,3,1,0,0,1,7031,699,1464,88,27,56,2015,5,21,24,0,0
830,2742,5727,984,2,6,7,1,1,0,1,1392,453,0,82,28,86,2010,1,1,10,9,0
831,1123,1505,2554,0,5,11,1,0,0,1,6627,833,8726,-123,46,134,2015,1,2,5,1,0
832,319,2916,1427,3,5,3,1,3,0,1,9351,418,134847,78,22,56,2016,3,10,7,0,0
833,2429,1299,3384,0,5,3,1,2,0,1,3547,635,47832,80,6,119,2011,5,21,27,0,0
834,1420,1774,5338,0,5,3,2,0,0,1,7932,237,16311,73,15,56,2016,6,26,28,0,0
835,1596,6370,2058,6,6,3,2,0,0,1,7024,571,6025,-80,40,134,2015,5,22,31,18,0
836,2742,5765,4035,6,5,3,1,0,0,1,2287,851,23296,83,28,86,2010,8,33,19,23,0
837,1900,2933,1414,6,5,3,1,0,0,1,4535,423,12691836,72,19,56,2012,9,36,3,0,0
838,1687,2223,6533,6,5,3,1,2,0,1,1264,842,0,100,0,57,2009,10,42,17,0,0
839,1143,5092,986,2,5,1,1,0,0,1,7722,164,0,120,16,98,2015,8,34,21,0,0
840,1045,0,7520,0,5,3,3,0,0,1,8622,552,1737,-123,46,134,2012,3,13,29,18,0
841,168,2320,7780,7,6,8,1,0,0,1,6210,787,16586,99,7,126,2014,10,40,5,0,0
842,1782,2480,4080,6,5,3,1,0,0,1,4514,282,28217,76,31,56,2012,8,34,24,0,0
843,2061,3406,7756,6,5,3,0,24,0,1,2370,869,0,99,25,26,2010,9,35,1,22,20
844,1368,4605,4042,6,5,3,1,0,0,1,7084,807,42309,79,29,56,2015,7,28,6,0,0
845,2113,771,3635,4,5,3,1,0,0,1,4498,282,2000,77,32,56,2012,8,33,18,0,0
846,2479,4787,3312,0,5,11,1,0,0,1,3354,531,8824,33,-9,77,2011,4,15,11,0,0
847,1319,5689,7,6,5,3,1,1,1,1,5834,143,3920222,91,22,10,2014,2,6,3,0,0
848,1709,2262,957,4,5,3,1,0,0,1,3697,851,21867,84,27,86,2011,7,26,2,0,0
849,2836,6233,8574,4,5,1,1,0,0,1,7505,142,0,-82,8,94,2015,8,35,26,0,0
850,2465,4723,3261,6,5,3,2,0,0,1,1157,282,173503,77,31,56,2009,9,37,12,23,0
851,1160,6728,6286,4,6,3,0,24,0,2,13,512,0,125,3,57,2007,1,2,11,18,0
852,2781,6099,6206,2,6,3,1,0,0,1,3119,581,25742,-78,0,37,2011,2,7,14,0,0
853,1646,6636,1192,0,5,7,0,1,0,1,9073,637,182011,95,22,84,2015,12,51,17,0,0
854,2816,1830,8477,6,5,3,1,0,0,1,2971,627,123979,-43,-22,17,2011,1,2,12,0,0
855,2956,2054,1587,4,6,3,1,0,0,1,4994,157,2450,-105,40,134,2013,6,26,28,20,45
856,0,3075,71,4,6,3,1,0,0,1,9291,73,0,71,40,70,2016,5,21,28,17,0
857,2922,6453,6101,6,6,3,2,0,0,1,1816,349,2237,-83,37,134,2010,5,18,3,0,0
858,1173,5431,1705,4,8,1,1,0,0,1,9554,196,96266,0,6,46,2016,9,39,27,23,0
859,148,2286,271,6,6,3,2,0,0,1,5925,833,70180,-122,47,134,2014,3,10,5,9,3
860,3003,2725,1642,2,5,11,1,0,0,1,4829,516,1171,-83,35,134,2013,4,18,29,0,0
861,2701,5510,6986,6,5,13,1,1,0,1,4595,128,133148,123,10,98,2012,10,43,25,9,0
862,2052,3291,5723,6,5,3,1,0,0,1,4211,106,9163,121,14,98,2012,2,8,20,0,0
863,268,2601,2506,0,5,11,1,6,0,1,300,26,0,117,32,26,2007,10,41,10,0,0
864,2822,6181,8598,7,5,3,1,0,0,1,2460,282,19831,77,31,56,2010,9,37,19,0,0
865,1251,5453,6666,1,5,3,1,0,0,1,9102,207,10830,-1,52,133,2016,6,24,14,15,0
866,2642,1597,8734,0,6,3,1,0,0,1,3214,833,1126,-122,46,134,2011,3,10,13,0,0
867,2584,1533,8835,6,5,1,1,0,0,1,6683,381,2654,-89,13,39,2014,10,42,15,0,0
868,617,3745,309,6,2,8,1,0,0,1,2949,121,111701,80,7,119,2011,1,1,9,0,0
869,2103,3548,5640,6,5,3,1,1,0,1,2025,444,132842,91,25,56,2010,6,26,28,0,0
